candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
New.CleanUp.ReferenceOTU7725 2-D3_S135_L001_R1_001_167590	460		527437	89.30	460
New.CleanUp.ReferenceOTU7726 1-D1_S37_L001_R1_001_642109	459		215040	83.90	459
New.CleanUp.ReferenceOTU7729 1-B3_S15_L001_R1_001_1248402	440		193666	92.00	440
New.CleanUp.ReferenceOTU7732 1-A10_S10_L001_R1_001_2988617	460		851822	89.10	460
New.CleanUp.ReferenceOTU7733 2-B10_S118_L001_R1_001_2844890	440		157382	91.80	440
New.CleanUp.ReferenceOTU7735 2-F7_S163_L001_R1_001_2916417	460		4348122	92.80	460
New.CleanUp.ReferenceOTU7736 2-A2_S98_L001_R1_001_700016	465		4456252	89.20	465
New.CleanUp.ReferenceOTU7738 2-B1_S109_L001_R1_001_3865219	442		350681	92.50	442
New.CleanUp.ReferenceOTU7739 2-F6_S162_L001_R1_001_4635892	459	No search results.
New.CleanUp.ReferenceOTU774 2-H1_S181_L001_R1_001_3432551	460		179663	86.10	460
New.CleanUp.ReferenceOTU7741 2-E4_S148_L001_R1_001_726054	460		178438	84.80	460
New.CleanUp.ReferenceOTU7745 1-F2_S62_L001_R1_001_3019469	465		4382457	80.60	465
New.CleanUp.ReferenceOTU7746 1-B4_S16_L001_R1_001_4697963	446		183870	83.20	446
New.CleanUp.ReferenceOTU7749 2-D1_S133_L001_R1_001_4354695	442		216888	90.30	442
New.CleanUp.ReferenceOTU7750 2-H8_S188_L001_R1_001_2522250	595	No search results.
New.CleanUp.ReferenceOTU7752 2-F8_S164_L001_R1_001_1718776	460		183870	95.40	460
New.CleanUp.ReferenceOTU7753 2-B1_S109_L001_R1_001_3861309	465		4295019	83.90	465
New.CleanUp.ReferenceOTU7755 1-G7_S79_L001_R1_001_2024335	466		197460	88.60	466
New.CleanUp.ReferenceOTU7756 1-H7_S91_L001_R1_001_4456570	460		183870	92.60	460
New.CleanUp.ReferenceOTU7758 1-H2_S86_L001_R1_001_3208217	460		529442	90.70	460
New.CleanUp.ReferenceOTU7759 2-C1_S121_L001_R1_001_784182	460		183870	88.70	460
New.CleanUp.ReferenceOTU7763 1-A2_S2_L001_R1_001_1954721	460		4456735	86.30	460
New.CleanUp.ReferenceOTU7764 2-G8_S176_L001_R1_001_4271851	460		851822	90.00	460
New.CleanUp.ReferenceOTU7765 2-B12_S120_L001_R1_001_133882	440		341023	89.50	440
New.CleanUp.ReferenceOTU7766 2-E9_S153_L001_R1_001_562394	466		551008	82.40	466
New.CleanUp.ReferenceOTU7767 1-B11_S23_L001_R1_001_3764805	440		851865	96.40	440
New.CleanUp.ReferenceOTU7769 2-E4_S148_L001_R1_001_730769	442		341023	92.80	442
New.CleanUp.ReferenceOTU777 1-D2_S38_L001_R1_001_3584635	460		183870	91.50	460
New.CleanUp.ReferenceOTU7772 2-G10_S178_L001_R1_001_184347	460		194286	89.80	460
New.CleanUp.ReferenceOTU7773 1-G6_S78_L001_R1_001_4409098	460		183870	89.30	460
New.CleanUp.ReferenceOTU7775 1-G4_S76_L001_R1_001_1537010	440		178438	90.70	440
New.CleanUp.ReferenceOTU7779 2-B4_S112_L001_R1_001_1676055	466		559954	88.40	466
New.CleanUp.ReferenceOTU778 1-C12_S36_L001_R1_001_4002833	438		197460	93.20	438
New.CleanUp.ReferenceOTU7780 1-D8_S44_L001_R1_001_1518972	440		185940	83.90	440
New.CleanUp.ReferenceOTU7781 1-F1_S61_L001_R1_001_1473930	460		183870	92.60	460
New.CleanUp.ReferenceOTU7783 2-E12_S156_L001_R1_001_3779975	460		4360218	82.80	460
New.CleanUp.ReferenceOTU7785 1-G4_S76_L001_R1_001_1532446	440		303571	90.20	440
New.CleanUp.ReferenceOTU7786 1-F4_S64_L001_R1_001_3953440	440		193666	94.50	440
New.CleanUp.ReferenceOTU7788 2-B9_S117_L001_R1_001_868618	461		4478993	75.50	461
New.CleanUp.ReferenceOTU779 2-F5_S161_L001_R1_001_3979794	440		157382	93.40	440
New.CleanUp.ReferenceOTU7790 2-B4_S112_L001_R1_001_1687718	440		522863	93.90	440
New.CleanUp.ReferenceOTU7792 2-A9_S105_L001_R1_001_2414300	442		290002	91.20	442
New.CleanUp.ReferenceOTU7793 2-E6_S150_L001_R1_001_2012201	465		183107	87.10	465
New.CleanUp.ReferenceOTU7795 1-G5_S77_L001_R1_001_1293675	443		4367232	92.60	443
New.CleanUp.ReferenceOTU7796 1-D7_S43_L001_R1_001_3350271	440		851865	88.90	440
New.CleanUp.ReferenceOTU7801 1-C12_S36_L001_R1_001_4011736	440		185306	91.80	440
New.CleanUp.ReferenceOTU7803 2-H1_S181_L001_R1_001_3422160	517	No search results.
New.CleanUp.ReferenceOTU7807 2-D8_S140_L001_R1_001_3106607	98	No search results.
New.CleanUp.ReferenceOTU7811 2-E7_S151_L001_R1_001_2441158	441		148219	90.00	441
New.CleanUp.ReferenceOTU7812 1-H1_S85_L001_R1_001_2683601	440		183107	90.90	440
New.CleanUp.ReferenceOTU7813 1-H1_S85_L001_R1_001_2683602	466		290018	87.10	466
New.CleanUp.ReferenceOTU7814 2-D4_S136_L001_R1_001_1064929	442		325539	94.80	442
New.CleanUp.ReferenceOTU7815 1-H1_S85_L001_R1_001_2683607	460		183870	93.50	460
New.CleanUp.ReferenceOTU7816 1-F3_S63_L001_R1_001_3254535	440		197460	96.60	440
New.CleanUp.ReferenceOTU7820 2-E10_S154_L001_R1_001_3449132	460		183870	87.20	460
New.CleanUp.ReferenceOTU7822 1-H11_S95_L001_R1_001_1481827	440		183870	88.40	440
New.CleanUp.ReferenceOTU7824 2-E10_S154_L001_R1_001_3449139	443		159007	91.40	443
New.CleanUp.ReferenceOTU7829 2-E6_S150_L001_R1_001_2015596	460		527437	92.00	460
New.CleanUp.ReferenceOTU783 2-D9_S141_L001_R1_001_1771167	465		520632	84.70	465
New.CleanUp.ReferenceOTU7830 2-B8_S116_L001_R1_001_533347	442		4348122	89.80	442
New.CleanUp.ReferenceOTU7831 1-A2_S2_L001_R1_001_1966267	460		183870	94.80	460
New.CleanUp.ReferenceOTU7835 1-B3_S15_L001_R1_001_1253992	465		514182	85.60	465
New.CleanUp.ReferenceOTU7836 2-C6_S126_L001_R1_001_3386904	439		309693	85.90	439
New.CleanUp.ReferenceOTU7837 2-C8_S128_L001_R1_001_486253	465		559954	88.40	465
New.CleanUp.ReferenceOTU7839 1-G4_S76_L001_R1_001_1534597	460		197393	84.30	460
New.CleanUp.ReferenceOTU7840 2-C8_S128_L001_R1_001_489977	442		182420	91.20	442
New.CleanUp.ReferenceOTU7843 1-D10_S46_L001_R1_001_4061532	440		197460	94.80	440
New.CleanUp.ReferenceOTU7848 1-G4_S76_L001_R1_001_1556222	460		851822	89.60	460
New.CleanUp.ReferenceOTU785 2-H2_S182_L001_R1_001_107913	460		851822	90.70	460
New.CleanUp.ReferenceOTU7851 2-A3_S99_L001_R1_001_2774489	465		1668820	94.00	465
New.CleanUp.ReferenceOTU7853 1-B9_S21_L001_R1_001_4088797	440		216888	94.10	440
New.CleanUp.ReferenceOTU7855 2-E5_S149_L001_R1_001_2872837	596	No search results.
New.CleanUp.ReferenceOTU7857 2-G10_S178_L001_R1_001_200735	459		4333921	88.00	459
New.CleanUp.ReferenceOTU7858 1-A10_S10_L001_R1_001_2983472	443		303571	88.50	443
New.CleanUp.ReferenceOTU786 1-E7_S55_L001_R1_001_748636	460		183107	85.20	460
New.CleanUp.ReferenceOTU7866 2-G1_S169_L001_R1_001_4569180	459		183870	86.30	459
New.CleanUp.ReferenceOTU7867 2-C12_S132_L001_R1_001_4170940	465		641927	87.70	465
New.CleanUp.ReferenceOTU7868 2-A4_S100_L001_R1_001_464958	460		183870	90.70	460
New.CleanUp.ReferenceOTU7870 1-H3_S87_L001_R1_001_588720	440		4434334	88.40	440
New.CleanUp.ReferenceOTU7872 1-G12_S84_L001_R1_001_2726183	465		183107	85.60	465
New.CleanUp.ReferenceOTU7873 1-H3_S87_L001_R1_001_601964	440		297872	94.80	440
New.CleanUp.ReferenceOTU7875 2-E4_S148_L001_R1_001_740473	464		309693	82.10	464
New.CleanUp.ReferenceOTU7878 2-F8_S164_L001_R1_001_1729092	460		192234	85.40	460
New.CleanUp.ReferenceOTU788 2-F3_S159_L001_R1_001_1153680	459		297872	85.60	459
New.CleanUp.ReferenceOTU7882 1-H4_S88_L001_R1_001_4728432	466		337993	87.80	466
New.CleanUp.ReferenceOTU7883 2-C1_S121_L001_R1_001_769303	441		311952	94.80	441
New.CleanUp.ReferenceOTU7885 1-E1_S49_L001_R1_001_3905145	459		183870	87.40	459
New.CleanUp.ReferenceOTU7886 1-F2_S62_L001_R1_001_3013879	441		192701	86.60	441
New.CleanUp.ReferenceOTU7888 2-B3_S111_L001_R1_001_4748271	439		4456252	86.80	439
New.CleanUp.ReferenceOTU7890 1-F2_S62_L001_R1_001_3008540	442		289174	93.40	442
New.CleanUp.ReferenceOTU7891 1-B12_S24_L001_R1_001_2117275	440		512191	89.30	440
New.CleanUp.ReferenceOTU7896 2-E3_S147_L001_R1_001_686329	439		197460	87.00	439
New.CleanUp.ReferenceOTU7899 2-D10_S142_L001_R1_001_1241944	460		180127	82.40	460
New.CleanUp.ReferenceOTU79 2-B5_S113_L001_R1_001_1208989	464		289174	86.90	464
New.CleanUp.ReferenceOTU790 2-C10_S130_L001_R1_001_2900340	461		183870	89.60	461
New.CleanUp.ReferenceOTU7902 1-H11_S95_L001_R1_001_1498773	441		195674	94.60	441
New.CleanUp.ReferenceOTU7905 2-G11_S179_L001_R1_001_3534046	465		851865	88.20	465
New.CleanUp.ReferenceOTU7907 1-F5_S65_L001_R1_001_86999	459		183870	91.50	459
New.CleanUp.ReferenceOTU7908 2-G9_S177_L001_R1_001_1324744	416	No search results.
New.CleanUp.ReferenceOTU7909 2-B10_S118_L001_R1_001_2833427	440		193666	93.90	440
New.CleanUp.ReferenceOTU7910 1-H3_S87_L001_R1_001_611069	492	No search results.
New.CleanUp.ReferenceOTU7912 1-A5_S5_L001_R1_001_626430	440		560685	88.90	440
New.CleanUp.ReferenceOTU7914 2-F6_S162_L001_R1_001_4623553	440		297872	94.10	440
New.CleanUp.ReferenceOTU7915 1-G11_S83_L001_R1_001_370857	442		319260	92.50	442
New.CleanUp.ReferenceOTU7916 1-G9_S81_L001_R1_001_1804252	459		4333921	88.70	459
New.CleanUp.ReferenceOTU7918 2-D1_S133_L001_R1_001_4339555	465		4413256	93.80	465
New.CleanUp.ReferenceOTU7919 1-H8_S92_L001_R1_001_1094537	440		261016	93.40	440
New.CleanUp.ReferenceOTU792 2-C10_S130_L001_R1_001_2900430	440		181121	90.20	440
New.CleanUp.ReferenceOTU7920 2-E11_S155_L001_R1_001_400250	440		183870	89.50	440
New.CleanUp.ReferenceOTU7923 2-E7_S151_L001_R1_001_2416618	440		184661	95.00	440
New.CleanUp.ReferenceOTU7924 2-H1_S181_L001_R1_001_3426668	460		183870	93.30	460
New.CleanUp.ReferenceOTU7925 2-C10_S130_L001_R1_001_2890092	443		301630	93.20	443
New.CleanUp.ReferenceOTU7926 1-C8_S32_L001_R1_001_2572427	460		325539	85.40	460
New.CleanUp.ReferenceOTU7931 1-H1_S85_L001_R1_001_2698851	459		4456252	84.30	459
New.CleanUp.ReferenceOTU7932 1-E2_S50_L001_R1_001_4191021	595	No search results.
New.CleanUp.ReferenceOTU7933 2-C8_S128_L001_R1_001_500953	460		183870	91.70	460
New.CleanUp.ReferenceOTU7935 2-G10_S178_L001_R1_001_173151	440		3931706	94.30	440
New.CleanUp.ReferenceOTU7936 2-B10_S118_L001_R1_001_2832596	440		178438	90.00	440
New.CleanUp.ReferenceOTU7937 1-F3_S63_L001_R1_001_3250561	439		514182	91.10	439
New.CleanUp.ReferenceOTU7940 2-D1_S133_L001_R1_001_4345920	460		4360218	86.50	460
New.CleanUp.ReferenceOTU7941 2-F1_S157_L001_R1_001_2091543	442		294709	87.60	442
New.CleanUp.ReferenceOTU7943 1-H10_S94_L001_R1_001_1658834	595	No search results.
New.CleanUp.ReferenceOTU7945 2-G2_S170_L001_R1_001_2560880	440		512191	89.10	440
New.CleanUp.ReferenceOTU7946 2-E10_S154_L001_R1_001_3472507	440		192701	87.70	440
New.CleanUp.ReferenceOTU7949 1-B4_S16_L001_R1_001_4695702	446		234298	87.40	446
New.CleanUp.ReferenceOTU795 1-F1_S61_L001_R1_001_1446022	466		1839271	87.80	466
New.CleanUp.ReferenceOTU7950 1-C8_S32_L001_R1_001_2587430	460		183870	93.70	460
New.CleanUp.ReferenceOTU7951 2-G8_S176_L001_R1_001_4282791	440		311952	93.20	440
New.CleanUp.ReferenceOTU7952 2-B6_S114_L001_R1_001_300926	440		560685	87.70	440
New.CleanUp.ReferenceOTU7963 1-A1_S1_L001_R1_001_2488491	442		182420	91.00	442
New.CleanUp.ReferenceOTU7967 2-G11_S179_L001_R1_001_3535124	460		183870	93.50	460
New.CleanUp.ReferenceOTU7968 2-C11_S131_L001_R1_001_3649072	465		4399328	89.70	465
New.CleanUp.ReferenceOTU797 1-H5_S89_L001_R1_001_3735388	440		186510	95.00	440
New.CleanUp.ReferenceOTU7971 1-F1_S61_L001_R1_001_1466455	440		179663	93.40	440
New.CleanUp.ReferenceOTU7972 1-B3_S15_L001_R1_001_1263348	439		289730	93.80	439
New.CleanUp.ReferenceOTU7973 1-F5_S65_L001_R1_001_85549	440		195674	96.40	440
New.CleanUp.ReferenceOTU7974 1-A4_S4_L001_R1_001_2529799	460		325539	84.80	460
New.CleanUp.ReferenceOTU7975 1-C12_S36_L001_R1_001_4007378	442		289174	90.70	442
New.CleanUp.ReferenceOTU7976 2-F3_S159_L001_R1_001_1154360	440		3931706	93.00	440
New.CleanUp.ReferenceOTU7977 1-G1_S73_L001_R1_001_3298311	460		179663	86.30	460
New.CleanUp.ReferenceOTU7979 2-G12_S180_L001_R1_001_3833970	443		290002	90.10	443
New.CleanUp.ReferenceOTU7980 2-A9_S105_L001_R1_001_2411026	460		179663	87.20	460
New.CleanUp.ReferenceOTU7984 1-E9_S57_L001_R1_001_1880229	440		527437	87.50	440
New.CleanUp.ReferenceOTU7985 2-E3_S147_L001_R1_001_687051	593	No search results.
New.CleanUp.ReferenceOTU7986 1-F12_S72_L001_R1_001_1346783	442		325539	88.90	442
New.CleanUp.ReferenceOTU7995 2-F3_S159_L001_R1_001_1146758	595	No search results.
New.CleanUp.ReferenceOTU7997 2-G5_S173_L001_R1_001_2348364	440		183051	91.10	440
New.CleanUp.ReferenceOTU7999 2-H11_S191_L001_R1_001_3263700	465		4295019	83.70	465
New.CleanUp.ReferenceOTU8 1-H9_S93_L001_R1_001_917798	166	No search results.
New.CleanUp.ReferenceOTU8003 2-B10_S118_L001_R1_001_2830993	440		297872	94.80	440
New.CleanUp.ReferenceOTU8007 2-E1_S145_L001_R1_001_837484	440		851865	96.40	440
New.CleanUp.ReferenceOTU8008 1-A1_S1_L001_R1_001_2480234	460		183870	92.20	460
New.CleanUp.ReferenceOTU8011 2-G1_S169_L001_R1_001_4553625	460		552779	85.70	460
New.CleanUp.ReferenceOTU8014 2-C2_S122_L001_R1_001_4033928	460		325539	85.90	460
New.CleanUp.ReferenceOTU8024 1-B6_S18_L001_R1_001_1368755	464		559954	87.70	464
New.CleanUp.ReferenceOTU8025 2-D11_S143_L001_R1_001_3607452	460		183870	85.90	460
New.CleanUp.ReferenceOTU803 1-G10_S82_L001_R1_001_2384959	439		186510	94.50	439
New.CleanUp.ReferenceOTU8030 2-C9_S129_L001_R1_001_4330760	460		339531	83.50	460
New.CleanUp.ReferenceOTU8031 2-B10_S118_L001_R1_001_2830196	440		311952	90.90	440
New.CleanUp.ReferenceOTU8032 2-E12_S156_L001_R1_001_3782937	460		551008	91.10	460
New.CleanUp.ReferenceOTU8035 2-D7_S139_L001_R1_001_4509033	460		183870	94.10	460
New.CleanUp.ReferenceOTU8036 1-D11_S47_L001_R1_001_2245433	460		4348122	93.30	460
New.CleanUp.ReferenceOTU8038 2-B8_S116_L001_R1_001_524018	442		3302038	92.50	442
New.CleanUp.ReferenceOTU8039 1-C7_S31_L001_R1_001_4126070	163	No search results.
New.CleanUp.ReferenceOTU804 1-A7_S7_L001_R1_001_4375108	441		4348122	84.80	441
New.CleanUp.ReferenceOTU8040 1-E12_S60_L001_R1_001_2188005	442		3027156	88.50	442
New.CleanUp.ReferenceOTU8042 2-C7_S127_L001_R1_001_951310	440		297872	93.00	440
New.CleanUp.ReferenceOTU8047 1-H3_S87_L001_R1_001_604873	440		297872	96.10	440
New.CleanUp.ReferenceOTU8048 1-H5_S89_L001_R1_001_3731929	460		4348122	94.80	460
New.CleanUp.ReferenceOTU8049 2-G8_S176_L001_R1_001_4260387	440		512191	91.40	440
New.CleanUp.ReferenceOTU8050 2-E12_S156_L001_R1_001_3819800	460		2626509	84.80	460
New.CleanUp.ReferenceOTU8054 2-E6_S150_L001_R1_001_1992260	460		1839271	84.30	460
New.CleanUp.ReferenceOTU8059 1-C12_S36_L001_R1_001_3999718	442		2626509	94.30	442
New.CleanUp.ReferenceOTU806 2-F2_S158_L001_R1_001_4245002	459		183870	83.20	459
New.CleanUp.ReferenceOTU8061 2-H5_S185_L001_R1_001_1791685	440		193666	93.40	440
New.CleanUp.ReferenceOTU8064 1-H5_S89_L001_R1_001_3749014	439		193666	91.60	439
New.CleanUp.ReferenceOTU8070 2-A3_S99_L001_R1_001_2773772	463		4456252	89.20	463
New.CleanUp.ReferenceOTU8079 2-F1_S157_L001_R1_001_2103640	443		179663	93.50	443
New.CleanUp.ReferenceOTU808 2-B12_S120_L001_R1_001_126483	178	No search results.
New.CleanUp.ReferenceOTU8081 1-B5_S17_L001_R1_001_2175484	465		289174	88.60	465
New.CleanUp.ReferenceOTU8083 2-C3_S123_L001_R1_001_2316141	460		551008	93.00	460
New.CleanUp.ReferenceOTU8087 2-E1_S145_L001_R1_001_828822	440		522863	92.00	440
New.CleanUp.ReferenceOTU8092 2-A2_S98_L001_R1_001_710656	131	No search results.
New.CleanUp.ReferenceOTU8093 2-B12_S120_L001_R1_001_147531	164	No search results.
New.CleanUp.ReferenceOTU8094 1-C9_S33_L001_R1_001_2623197	460		551008	87.80	460
New.CleanUp.ReferenceOTU8097 2-B12_S120_L001_R1_001_147539	440		174974	95.50	440
New.CleanUp.ReferenceOTU8098 2-G12_S180_L001_R1_001_3835010	460		4348122	92.40	460
New.CleanUp.ReferenceOTU810 1-G12_S84_L001_R1_001_2722442	440		186510	95.20	440
New.CleanUp.ReferenceOTU8106 2-C7_S127_L001_R1_001_943592	443		199568	93.90	443
New.CleanUp.ReferenceOTU8107 2-D2_S134_L001_R1_001_579749	460		2594571	89.60	460
New.CleanUp.ReferenceOTU8109 1-F2_S62_L001_R1_001_2992527	459		183870	84.70	459
New.CleanUp.ReferenceOTU8115 2-C8_S128_L001_R1_001_508151	466		350681	87.10	466
New.CleanUp.ReferenceOTU8117 2-A7_S103_L001_R1_001_328667	460		183870	91.30	460
New.CleanUp.ReferenceOTU8118 1-G10_S82_L001_R1_001_2399194	440		193666	95.50	440
New.CleanUp.ReferenceOTU8119 2-F8_S164_L001_R1_001_1714263	459		183870	86.90	459
New.CleanUp.ReferenceOTU8122 1-G1_S73_L001_R1_001_3327682	440		183107	96.10	440
New.CleanUp.ReferenceOTU8125 2-D3_S135_L001_R1_001_157084	466		194286	84.50	466
New.CleanUp.ReferenceOTU8129 1-E10_S58_L001_R1_001_2767643	460		529442	87.00	460
New.CleanUp.ReferenceOTU813 2-C12_S132_L001_R1_001_4170335	440		287907	89.50	440
New.CleanUp.ReferenceOTU8132 2-B6_S114_L001_R1_001_307477	440		311952	94.10	440
New.CleanUp.ReferenceOTU8135 1-C12_S36_L001_R1_001_4019642	442		182420	89.10	442
New.CleanUp.ReferenceOTU8136 1-F2_S62_L001_R1_001_3003512	386	No search results.
New.CleanUp.ReferenceOTU8137 1-A10_S10_L001_R1_001_2984075	440		183107	94.50	440
New.CleanUp.ReferenceOTU8138 2-B1_S109_L001_R1_001_3855423	440		183107	94.30	440
New.CleanUp.ReferenceOTU8139 1-F11_S71_L001_R1_001_2058554	460		183870	95.20	460
New.CleanUp.ReferenceOTU814 2-E9_S153_L001_R1_001_561840	449		325539	87.30	449
New.CleanUp.ReferenceOTU8143 1-F2_S62_L001_R1_001_3003518	460		1839271	85.00	460
New.CleanUp.ReferenceOTU8147 1-B1_S13_L001_R1_001_1615850	441		297872	94.80	441
New.CleanUp.ReferenceOTU8149 1-D11_S47_L001_R1_001_2254668	458		183870	85.80	458
New.CleanUp.ReferenceOTU8152 1-E10_S58_L001_R1_001_2763180	441		4348122	88.40	441
New.CleanUp.ReferenceOTU8153 1-D9_S45_L001_R1_001_4110152	465		333042	84.30	465
New.CleanUp.ReferenceOTU8154 1-C12_S36_L001_R1_001_4007128	440		512191	94.30	440
New.CleanUp.ReferenceOTU8155 2-E4_S148_L001_R1_001_741089	466		215040	87.30	466
New.CleanUp.ReferenceOTU8158 2-G4_S172_L001_R1_001_3064806	460		183870	93.90	460
New.CleanUp.ReferenceOTU8160 2-B4_S112_L001_R1_001_1692487	595	No search results.
New.CleanUp.ReferenceOTU8163 2-G10_S178_L001_R1_001_178980	460		529442	89.10	460
New.CleanUp.ReferenceOTU8164 2-G7_S175_L001_R1_001_4605943	165	No search results.
New.CleanUp.ReferenceOTU8167 2-G1_S169_L001_R1_001_4568788	460		194286	92.60	460
New.CleanUp.ReferenceOTU8169 2-B10_S118_L001_R1_001_2836731	442		182420	92.30	442
New.CleanUp.ReferenceOTU8170 2-E6_S150_L001_R1_001_1996843	439		851865	94.50	439
New.CleanUp.ReferenceOTU8173 1-H11_S95_L001_R1_001_1502850	442		216888	91.90	442
New.CleanUp.ReferenceOTU8174 1-H1_S85_L001_R1_001_2685521	460		183870	92.60	460
New.CleanUp.ReferenceOTU8175 2-C4_S124_L001_R1_001_1565220	443		197393	92.10	443
New.CleanUp.ReferenceOTU8176 1-C12_S36_L001_R1_001_3995822	460		325539	85.00	460
New.CleanUp.ReferenceOTU8178 1-D3_S39_L001_R1_001_49698	465		339685	96.60	465
New.CleanUp.ReferenceOTU8180 2-B1_S109_L001_R1_001_3865412	465		183870	85.60	465
New.CleanUp.ReferenceOTU8181 2-A11_S107_L001_R1_001_1630425	465		4399328	91.60	465
New.CleanUp.ReferenceOTU8182 2-E2_S146_L001_R1_001_809526	460		183870	93.90	460
New.CleanUp.ReferenceOTU8185 1-H10_S94_L001_R1_001_1664641	439		813052	89.30	439
New.CleanUp.ReferenceOTU8187 1-D7_S43_L001_R1_001_3349294	440		311952	90.90	440
New.CleanUp.ReferenceOTU8188 1-F10_S70_L001_R1_001_4423751	440		311952	91.10	440
New.CleanUp.ReferenceOTU819 1-C10_S34_L001_R1_001_2337776	228	No search results.
New.CleanUp.ReferenceOTU8190 2-D2_S134_L001_R1_001_587350	465		641927	85.20	465
New.CleanUp.ReferenceOTU8192 2-C1_S121_L001_R1_001_772735	442		297872	93.90	442
New.CleanUp.ReferenceOTU8193 1-G7_S79_L001_R1_001_2018257	442		184661	94.10	442
New.CleanUp.ReferenceOTU8195 1-D10_S46_L001_R1_001_4067432	441		303937	94.80	441
New.CleanUp.ReferenceOTU8200 1-D7_S43_L001_R1_001_3356676	460		183870	86.70	460
New.CleanUp.ReferenceOTU8202 2-F7_S163_L001_R1_001_2931548	440		287907	91.10	440
New.CleanUp.ReferenceOTU8203 1-E12_S60_L001_R1_001_2183290	593		4434579	76.90	593
New.CleanUp.ReferenceOTU8208 2-F3_S159_L001_R1_001_1153634	465		309693	86.50	465
New.CleanUp.ReferenceOTU8209 2-C2_S122_L001_R1_001_4052473	460		4413256	85.90	460
New.CleanUp.ReferenceOTU821 1-C9_S33_L001_R1_001_2617298	466		817699	85.00	466
New.CleanUp.ReferenceOTU8210 1-F7_S67_L001_R1_001_3696129	460		4367238	85.40	460
New.CleanUp.ReferenceOTU8212 2-B9_S117_L001_R1_001_886245	212	No search results.
New.CleanUp.ReferenceOTU8213 1-F12_S72_L001_R1_001_1343324	440		234298	89.50	440
New.CleanUp.ReferenceOTU8214 1-H4_S88_L001_R1_001_4735165	464		530323	83.40	464
New.CleanUp.ReferenceOTU8215 2-A3_S99_L001_R1_001_2772275	465		197460	86.90	465
New.CleanUp.ReferenceOTU8219 1-E5_S53_L001_R1_001_1744410	460		183870	95.40	460
New.CleanUp.ReferenceOTU8221 1-F10_S70_L001_R1_001_4438974	440		851865	93.90	440
New.CleanUp.ReferenceOTU8222 1-H4_S88_L001_R1_001_4724352	460		183870	93.00	460
New.CleanUp.ReferenceOTU8223 1-G2_S74_L001_R1_001_3571196	460		183870	95.00	460
New.CleanUp.ReferenceOTU8225 2-B10_S118_L001_R1_001_2832746	460		180127	84.30	460
New.CleanUp.ReferenceOTU8228 2-B11_S119_L001_R1_001_4208499	402	No search results.
New.CleanUp.ReferenceOTU8234 1-B12_S24_L001_R1_001_2142787	442		179663	90.30	442
New.CleanUp.ReferenceOTU8238 2-H10_S190_L001_R1_001_3043352	440		196844	91.60	440
New.CleanUp.ReferenceOTU824 2-C1_S121_L001_R1_001_800645	460		158415	87.20	460
New.CleanUp.ReferenceOTU8240 1-A1_S1_L001_R1_001_2461411	440		261016	93.40	440
New.CleanUp.ReferenceOTU8243 1-B3_S15_L001_R1_001_1254753	460		4331006	93.00	460
New.CleanUp.ReferenceOTU8247 1-C12_S36_L001_R1_001_4024027	460		183870	92.00	460
New.CleanUp.ReferenceOTU8252 1-C6_S30_L001_R1_001_3120532	460		183870	84.10	460
New.CleanUp.ReferenceOTU8253 1-F7_S67_L001_R1_001_3679680	440		190084	96.60	440
New.CleanUp.ReferenceOTU8255 2-F7_S163_L001_R1_001_2928220	459		183870	95.90	459
New.CleanUp.ReferenceOTU8256 1-G9_S81_L001_R1_001_1812129	463		530323	87.70	463
New.CleanUp.ReferenceOTU8259 2-F6_S162_L001_R1_001_4622766	440		4434579	89.10	440
New.CleanUp.ReferenceOTU8261 2-B7_S115_L001_R1_001_993989	443		192234	92.60	443
New.CleanUp.ReferenceOTU8263 2-F4_S160_L001_R1_001_2780961	460		183870	93.90	460
New.CleanUp.ReferenceOTU8264 2-G10_S178_L001_R1_001_204276	460		183870	90.70	460
New.CleanUp.ReferenceOTU8265 2-E1_S145_L001_R1_001_840710	459		183870	95.00	459
New.CleanUp.ReferenceOTU8266 2-F10_S166_L001_R1_001_1412673	440		183107	93.00	440
New.CleanUp.ReferenceOTU8268 1-F8_S68_L001_R1_001_2213163	460		194286	94.30	460
New.CleanUp.ReferenceOTU8269 1-A4_S4_L001_R1_001_2540457	403		197393	90.60	403
New.CleanUp.ReferenceOTU8270 1-H9_S93_L001_R1_001_913711	460		302431	83.50	460
New.CleanUp.ReferenceOTU8271 1-H5_S89_L001_R1_001_3726553	595	No search results.
New.CleanUp.ReferenceOTU8272 1-C12_S36_L001_R1_001_3999270	460		558458	83.30	460
New.CleanUp.ReferenceOTU8274 2-A11_S107_L001_R1_001_1627461	443		567229	91.00	443
New.CleanUp.ReferenceOTU8275 1-D9_S45_L001_R1_001_4106492	466		132657	86.30	466
New.CleanUp.ReferenceOTU8279 2-B12_S120_L001_R1_001_144438	440		183107	95.90	440
